salary,employment_type,region,tenure_years,enrolled,hist_enrollment_rate_region,avg_premium_cost_usd,benefits_broker_rating,hr_outreach_capacity,open_enrollment_window_days,state_mandate_level,has_application_date,days_contact_to_app,contact_after_app,no_prior_record,prior_year_enrolled_clean,last_contact_channel_clean,plan_tier_requested_clean,broker_channel_clean,has_dependents_bin,tenure_inconsistent
67657.46,Full-time,Northeast,0.7,1,0.612,455,3.1,151,38,Low,0,,0,1,0,Unknown,Silver,Third-Party,1,0
70697.47,Full-time,Midwest,5.4,1,0.617,595,4.4,469,18,High,1,4.0,0,0,0,Phone,Standard,Unknown,1,0
65897.78,Full-time,Midwest,3.4,1,0.617,595,4.4,469,18,High,1,-28.0,1,1,0,Unknown,Standard,Employer-Sponsored,1,0
57406.87,Full-time,Northeast,0.7,1,0.612,455,3.1,151,38,Low,1,254.0,0,1,0,Email,Standard,Third-Party,1,0
81488.43,Full-time,Midwest,0.8,1,0.617,595,4.4,469,18,High,1,-136.0,1,1,0,Unknown,Silver,Employer-Sponsored,1,0
56036.53,Full-time,West,15.7,0,0.613,574,4.7,437,28,Low,1,54.0,0,0,1,Unknown,Standard,Third-Party,0,0
37044.55,Part-time,West,0.9,0,0.613,574,4.7,437,28,Low,1,210.0,0,1,0,Email,Bronze,Third-Party,0,0
83191.69,Full-time,Midwest,1.4,1,0.617,595,4.4,469,18,High,1,63.0,0,0,1,Phone,Standard,Employer-Sponsored,1,0
58153.63,Part-time,South,1.8,0,0.628,481,3.3,324,17,Medium,1,13.0,0,0,1,Email,Silver,Third-Party,0,0
70202.97,Full-time,Northeast,0.7,1,0.612,455,3.1,151,38,Low,1,-195.0,1,1,0,Unknown,Standard,Third-Party,0,0
53681.1,Full-time,Midwest,19.8,1,0.617,595,4.4,469,18,High,1,-130.0,1,0,0,Email,Basic,Direct,1,0
98799.68,Part-time,Midwest,4.8,0,0.617,595,4.4,469,18,High,1,11.0,0,1,0,SMS,Gold,Direct,0,0
61238.25,Full-time,Midwest,2.2,1,0.617,595,4.4,469,18,High,1,26.0,0,0,1,SMS,Standard,Third-Party,0,0
70400.83,Full-time,Northeast,3.5,1,0.612,455,3.1,151,38,Low,1,15.0,0,0,0,Email,Silver,Direct,0,0
84854.56,Full-time,West,0.5,1,0.613,574,4.7,437,28,Low,1,20.0,0,1,0,Email,Silver,Third-Party,1,0
83459.03,Full-time,South,0.3,1,0.628,481,3.3,324,17,Medium,0,,0,1,0,Phone,Silver,Direct,1,0
80537.43,Full-time,Midwest,1.6,1,0.617,595,4.4,469,18,High,1,-56.0,1,0,1,Phone,Standard,Direct,0,0
75556.51,Contract,Midwest,2.5,0,0.617,595,4.4,469,18,High,0,,0,0,1,Unknown,Silver,Employer-Sponsored,0,0
64556.6,Full-time,West,1.8,1,0.613,574,4.7,437,28,Low,1,-11.0,1,0,0,Email,Standard,Third-Party,0,0
68410.19,Full-time,Midwest,0.8,1,0.617,595,4.4,469,18,High,1,1.0,0,1,0,Unknown,Standard,Third-Party,1,0
62852.19,Full-time,West,1.5,1,0.613,574,4.7,437,28,Low,1,-25.0,1,0,0,Phone,Standard,Employer-Sponsored,0,0
61875.09,Full-time,South,2.9,1,0.628,481,3.3,324,17,Medium,0,,0,0,1,Email,Standard,Direct,0,0
71373.61,Full-time,Midwest,0.3,1,0.617,595,4.4,469,18,High,0,,0,1,0,Email,Silver,Direct,0,0
64828.17,Full-time,Northeast,0.2,1,0.612,455,3.1,151,38,Low,1,22.0,0,1,0,Phone,Standard,Third-Party,0,0
51537.24,Full-time,South,3.8,0,0.628,481,3.3,324,17,Medium,1,13.0,0,0,1,Email,Basic,Third-Party,1,0
49390.53,Part-time,South,1.5,0,0.628,481,3.3,324,17,Medium,1,-5.0,1,0,1,Phone,Unknown,Direct,1,0
51195.63,Full-time,West,0.9,0,0.613,574,4.7,437,28,Low,1,92.0,0,1,0,Phone,Basic,Direct,0,0
78778.16,Full-time,Midwest,2.3,0,0.617,595,4.4,469,18,High,1,3.0,0,0,0,SMS,Silver,Third-Party,0,0
80381.52,Full-time,West,1.5,1,0.613,574,4.7,437,28,Low,1,29.0,0,0,1,Unknown,Standard,Third-Party,1,0
83730.68,Full-time,Northeast,9.4,1,0.612,455,3.1,151,38,Low,1,158.0,0,0,1,Phone,Standard,Employer-Sponsored,0,0
60031.44,Contract,Northeast,1.8,0,0.612,455,3.1,151,38,Low,1,29.0,0,0,1,SMS,Standard,Direct,1,0
50954.14,Part-time,Midwest,1.7,0,0.617,595,4.4,469,18,High,1,143.0,0,0,1,Email,Basic,Direct,0,0
74830.45,Full-time,West,3.1,1,0.613,574,4.7,437,28,Low,1,29.0,0,0,1,Email,Silver,Third-Party,1,0
59901.74,Full-time,Midwest,8.7,1,0.617,595,4.4,469,18,High,1,100.0,0,0,1,SMS,Silver,Unknown,1,0
63050.84,Full-time,South,4.7,1,0.628,481,3.3,324,17,Medium,1,8.0,0,1,0,SMS,Standard,Third-Party,1,0
91596.17,Full-time,West,3.1,1,0.613,574,4.7,437,28,Low,1,15.0,0,0,1,Email,Premium,Employer-Sponsored,0,0
60728.06,Contract,West,1.4,0,0.613,574,4.7,437,28,Low,1,195.0,0,1,0,Unknown,Silver,Direct,0,0
65162.65,Full-time,Midwest,3.1,1,0.617,595,4.4,469,18,High,1,24.0,0,0,0,Email,Standard,Employer-Sponsored,1,0
60018.89,Contract,West,0.5,0,0.613,574,4.7,437,28,Low,1,21.0,0,1,0,Unknown,Standard,Direct,1,0
71585.88,Part-time,Northeast,3.4,0,0.612,455,3.1,151,38,Low,1,17.0,0,0,0,SMS,Standard,Direct,0,0
71935.19,Full-time,West,0.1,1,0.613,574,4.7,437,28,Low,1,12.0,0,1,0,Email,Silver,Third-Party,1,0
74635.45,Full-time,South,5.9,1,0.628,481,3.3,324,17,Medium,1,29.0,0,0,1,Unknown,Standard,Third-Party,1,0
67798.12,Contract,Midwest,11.4,1,0.617,595,4.4,469,18,High,1,18.0,0,0,1,Email,Silver,Direct,1,0
85230.77,Part-time,Midwest,1.8,1,0.617,595,4.4,469,18,High,1,28.0,0,0,1,Email,Premium,Direct,1,0
91315.84,Full-time,Midwest,0.4,1,0.617,595,4.4,469,18,High,1,3.0,0,1,0,SMS,Premium,Third-Party,1,0
73698.64,Part-time,Northeast,1.3,1,0.612,455,3.1,151,38,Low,1,209.0,0,1,0,Email,Standard,Direct,1,0
72289.28,Full-time,Northeast,7.0,1,0.612,455,3.1,151,38,Low,1,303.0,0,1,0,Email,Standard,Employer-Sponsored,1,0
55647.9,Full-time,West,15.0,0,0.613,574,4.7,437,28,Low,1,28.0,0,0,0,Email,Standard,Employer-Sponsored,0,1
66500.16,Full-time,Northeast,5.3,1,0.612,455,3.1,151,38,Low,1,25.0,0,1,0,Email,Standard,Employer-Sponsored,1,0
68547.0,Contract,Midwest,1.7,0,0.617,595,4.4,469,18,High,1,17.0,0,1,0,Unknown,Standard,Third-Party,1,0
74232.79,Full-time,West,2.5,1,0.613,574,4.7,437,28,Low,1,23.0,0,0,0,Email,Silver,Third-Party,1,0
92429.93,Part-time,South,2.3,1,0.628,481,3.3,324,17,Medium,1,13.0,0,0,1,Email,Premium,Employer-Sponsored,1,0
60000.15,Full-time,West,0.8,1,0.613,574,4.7,437,28,Low,1,3.0,0,1,0,Email,Standard,Third-Party,1,0
33259.38,Full-time,Northeast,3.8,1,0.612,455,3.1,151,38,Low,0,,0,0,1,SMS,Basic,Employer-Sponsored,1,0
55992.16,Full-time,Midwest,2.3,1,0.617,595,4.4,469,18,High,1,6.0,0,0,1,Phone,Silver,Direct,1,0
67849.65,Full-time,Midwest,1.0,1,0.617,595,4.4,469,18,High,1,5.0,0,0,1,SMS,Standard,Employer-Sponsored,1,0
75239.58,Contract,Midwest,6.9,1,0.617,595,4.4,469,18,High,1,24.0,0,0,1,Email,Standard,Employer-Sponsored,1,0
87690.41,Part-time,South,4.6,1,0.628,481,3.3,324,17,Medium,1,21.0,0,1,0,Unknown,Gold,Third-Party,1,0
94097.04,Part-time,Northeast,0.2,1,0.612,455,3.1,151,38,Low,1,39.0,0,1,0,Phone,Premium,Third-Party,1,0
64864.67,Part-time,Midwest,7.6,0,0.617,595,4.4,469,18,High,1,25.0,0,0,1,Email,Standard,Direct,1,0
59215.79,Full-time,Midwest,0.2,0,0.617,595,4.4,469,18,High,1,7.0,0,1,0,Email,Silver,Third-Party,0,0
87935.56,Full-time,Midwest,19.7,0,0.617,595,4.4,469,18,High,1,-108.0,1,0,0,Email,Gold,Direct,0,1
75270.07,Full-time,South,2.4,1,0.628,481,3.3,324,17,Medium,1,23.0,0,1,0,Unknown,Silver,Unknown,1,0
61109.35,Full-time,Northeast,6.9,1,0.612,455,3.1,151,38,Low,1,1.0,0,0,1,Phone,Silver,Direct,1,0
83813.85,Full-time,West,4.9,1,0.613,574,4.7,437,28,Low,1,2.0,0,0,1,Phone,Standard,Employer-Sponsored,1,0
63168.99,Full-time,Midwest,0.2,1,0.617,595,4.4,469,18,High,1,21.0,0,1,0,Email,Silver,Employer-Sponsored,1,0
43416.35,Part-time,West,2.0,0,0.613,574,4.7,437,28,Low,1,14.0,0,0,0,Unknown,Basic,Third-Party,1,0
60382.78,Full-time,Northeast,5.6,1,0.612,455,3.1,151,38,Low,1,5.0,0,0,0,Phone,Standard,Employer-Sponsored,1,1
62420.45,Part-time,West,0.2,0,0.613,574,4.7,437,28,Low,1,10.0,0,1,0,Phone,Standard,Third-Party,0,0
94681.79,Full-time,Northeast,0.4,0,0.612,455,3.1,151,38,Low,1,6.0,0,1,0,Email,Gold,Direct,0,0
63248.2,Full-time,Northeast,12.0,0,0.612,455,3.1,151,38,Low,1,25.0,0,0,0,Email,Silver,Third-Party,0,1
71821.99,Full-time,Midwest,2.9,1,0.617,595,4.4,469,18,High,1,4.0,0,0,1,SMS,Silver,Direct,1,0
61721.47,Full-time,Northeast,1.0,1,0.612,455,3.1,151,38,Low,1,24.0,0,0,1,Email,Standard,Direct,0,0
65210.15,Full-time,Midwest,3.4,1,0.617,595,4.4,469,18,High,1,20.0,0,0,1,Email,Standard,Direct,1,0
69663.91,Contract,South,1.2,0,0.628,481,3.3,324,17,Medium,1,-106.0,1,1,0,Email,Standard,Third-Party,0,0
55927.6,Full-time,West,4.5,0,0.613,574,4.7,437,28,Low,1,168.0,0,1,0,Phone,Standard,Direct,0,0
59038.38,Full-time,South,1.8,0,0.628,481,3.3,324,17,Medium,1,28.0,0,1,0,Email,Standard,Employer-Sponsored,0,0
43878.08,Full-time,West,1.5,0,0.613,574,4.7,437,28,Low,1,27.0,0,0,0,Email,Basic,Direct,0,0
58694.64,Contract,Northeast,1.7,0,0.612,455,3.1,151,38,Low,1,22.0,0,1,0,Email,Standard,Employer-Sponsored,1,0
87071.91,Contract,Midwest,8.8,1,0.617,595,4.4,469,18,High,1,25.0,0,1,0,Unknown,Premium,Employer-Sponsored,1,0
83862.12,Full-time,Northeast,9.7,0,0.612,455,3.1,151,38,Low,1,17.0,0,0,1,Email,Standard,Direct,0,1
75474.18,Contract,West,7.0,1,0.613,574,4.7,437,28,Low,1,2.0,0,0,1,Unknown,Standard,Direct,1,0
51752.26,Full-time,Midwest,7.5,0,0.617,595,4.4,469,18,High,0,,0,1,0,Unknown,Basic,Third-Party,0,0
79113.66,Full-time,Northeast,0.5,1,0.612,455,3.1,151,38,Low,1,24.0,0,1,0,Phone,Silver,Third-Party,1,0
79460.61,Contract,Midwest,0.3,1,0.617,595,4.4,469,18,High,1,4.0,0,1,0,Phone,Standard,Third-Party,1,0
69679.89,Part-time,Northeast,7.9,0,0.612,455,3.1,151,38,Low,1,12.0,0,0,0,Email,Standard,Direct,0,0
66204.41,Full-time,West,1.4,1,0.613,574,4.7,437,28,Low,1,19.0,0,0,1,Unknown,Silver,Direct,1,0
63800.25,Full-time,South,4.4,1,0.628,481,3.3,324,17,Medium,1,11.0,0,0,1,Email,Silver,Third-Party,1,0
19569.2,Part-time,West,10.4,0,0.613,574,4.7,437,28,Low,1,19.0,0,1,0,Email,Basic,Employer-Sponsored,1,1
37780.29,Full-time,West,0.1,1,0.613,574,4.7,437,28,Low,1,13.0,0,1,0,Email,Basic,Direct,1,0
103809.24,Part-time,South,0.3,0,0.628,481,3.3,324,17,Medium,1,19.0,0,1,0,SMS,Gold,Direct,0,0
76395.44,Full-time,Northeast,3.1,1,0.612,455,3.1,151,38,Low,1,16.0,0,1,0,Email,Silver,Third-Party,1,0
74682.28,Full-time,Northeast,2.0,1,0.612,455,3.1,151,38,Low,1,13.0,0,1,0,SMS,Standard,Employer-Sponsored,1,0
49040.22,Full-time,Northeast,2.6,0,0.612,455,3.1,151,38,Low,1,-230.0,1,0,0,Email,Basic,Third-Party,0,0
64215.11,Contract,Midwest,1.4,1,0.617,595,4.4,469,18,High,1,2.0,0,1,0,Unknown,Standard,Direct,1,0
68163.35,Part-time,West,17.9,1,0.613,574,4.7,437,28,Low,1,-5.0,1,1,0,Email,Silver,Employer-Sponsored,1,0
63763.3,Part-time,West,1.7,1,0.613,574,4.7,437,28,Low,1,20.0,0,0,1,Unknown,Standard,Direct,1,0
63155.73,Full-time,South,9.6,1,0.628,481,3.3,324,17,Medium,1,4.0,0,0,1,Email,Silver,Direct,1,0
46197.13,Part-time,West,6.1,0,0.613,574,4.7,437,28,Low,1,136.0,0,0,0,Phone,Basic,Third-Party,0,0
54959.35,Full-time,Northeast,1.4,1,0.612,455,3.1,151,38,Low,1,4.0,0,0,0,Email,Unknown,Unknown,1,0
71283.4,Full-time,Northeast,0.9,1,0.612,455,3.1,151,38,Low,1,1.0,0,1,0,SMS,Standard,Employer-Sponsored,0,0
56787.21,Part-time,Northeast,2.1,0,0.612,455,3.1,151,38,Low,1,24.0,0,0,0,Unknown,Standard,Third-Party,1,0
56029.03,Full-time,South,1.2,0,0.628,481,3.3,324,17,Medium,0,,0,0,0,Unknown,Silver,Third-Party,0,0
74201.24,Full-time,Northeast,1.2,1,0.612,455,3.1,151,38,Low,1,8.0,0,0,0,Email,Standard,Employer-Sponsored,0,0
62223.03,Full-time,West,4.1,1,0.613,574,4.7,437,28,Low,1,-38.0,1,0,1,Unknown,Standard,Direct,0,0
55808.04,Full-time,Midwest,2.6,0,0.617,595,4.4,469,18,High,1,8.0,0,1,0,Phone,Standard,Third-Party,0,0
71334.92,Full-time,South,0.4,1,0.628,481,3.3,324,17,Medium,0,,0,1,0,Unknown,Silver,Employer-Sponsored,1,0
63568.71,Part-time,Northeast,1.7,0,0.612,455,3.1,151,38,Low,1,3.0,0,0,1,Phone,Standard,Employer-Sponsored,1,0
61555.47,Full-time,West,0.3,1,0.613,574,4.7,437,28,Low,1,310.0,0,1,0,Unknown,Standard,Employer-Sponsored,0,0
68772.35,Full-time,West,0.6,1,0.613,574,4.7,437,28,Low,1,228.0,0,1,0,Email,Standard,Direct,1,0
57770.83,Full-time,West,2.0,1,0.613,574,4.7,437,28,Low,1,8.0,0,1,0,Email,Standard,Direct,1,0
68029.49,Full-time,West,2.3,1,0.613,574,4.7,437,28,Low,1,11.0,0,0,1,Email,Standard,Direct,1,0
52919.26,Contract,Midwest,6.8,0,0.617,595,4.4,469,18,High,1,9.0,0,0,0,Phone,Basic,Direct,1,1
72501.97,Full-time,Midwest,2.6,1,0.617,595,4.4,469,18,High,1,23.0,0,0,0,Email,Standard,Direct,1,0
92265.54,Full-time,South,4.5,1,0.628,481,3.3,324,17,Medium,1,3.0,0,1,0,Unknown,Gold,Third-Party,0,0
88546.32,Full-time,South,0.1,1,0.628,481,3.3,324,17,Medium,1,29.0,0,1,0,Unknown,Premium,Direct,1,0
38632.66,Part-time,Northeast,6.1,0,0.612,455,3.1,151,38,Low,1,9.0,0,0,0,Email,Basic,Employer-Sponsored,1,0
59538.44,Part-time,South,2.7,0,0.628,481,3.3,324,17,Medium,1,4.0,0,0,0,Unknown,Silver,Third-Party,1,0
51031.21,Full-time,Northeast,0.8,0,0.612,455,3.1,151,38,Low,1,146.0,0,1,0,Email,Unknown,Third-Party,0,0
75348.87,Full-time,West,0.7,1,0.613,574,4.7,437,28,Low,1,1.0,0,1,0,Phone,Silver,Third-Party,1,0
63970.07,Full-time,West,2.8,1,0.613,574,4.7,437,28,Low,0,,0,0,1,SMS,Silver,Direct,0,0
55384.87,Full-time,Northeast,3.9,1,0.612,455,3.1,151,38,Low,1,21.0,0,0,1,Phone,Silver,Employer-Sponsored,1,0
48379.18,Part-time,West,2.2,0,0.613,574,4.7,437,28,Low,1,13.0,0,0,0,Phone,Unknown,Third-Party,0,0
18382.7,Full-time,West,2.6,0,0.613,574,4.7,437,28,Low,1,22.0,0,0,1,SMS,Basic,Employer-Sponsored,1,0
68830.2,Full-time,South,1.7,1,0.628,481,3.3,324,17,Medium,0,,0,0,1,SMS,Standard,Third-Party,1,0
44711.28,Full-time,Midwest,5.1,0,0.617,595,4.4,469,18,High,1,13.0,0,0,0,Email,Basic,Direct,0,0
70392.5,Full-time,West,0.1,1,0.613,574,4.7,437,28,Low,1,-88.0,1,1,0,Email,Standard,Employer-Sponsored,0,0
65827.47,Full-time,West,9.8,1,0.613,574,4.7,437,28,Low,1,14.0,0,0,1,Email,Standard,Direct,1,0
34295.73,Part-time,South,3.9,0,0.628,481,3.3,324,17,Medium,1,-72.0,1,0,0,Email,Basic,Unknown,0,0
56406.64,Full-time,Northeast,1.3,0,0.612,455,3.1,151,38,Low,1,-9.0,1,0,0,Email,Standard,Direct,0,0
76894.26,Full-time,South,0.0,1,0.628,481,3.3,324,17,Medium,1,25.0,0,1,0,Phone,Standard,Direct,0,0
77682.23,Full-time,South,1.5,0,0.628,481,3.3,324,17,Medium,1,40.0,0,0,0,Unknown,Silver,Direct,0,0
87254.57,Contract,West,1.5,1,0.613,574,4.7,437,28,Low,1,-171.0,1,1,0,SMS,Premium,Direct,1,0
89568.21,Full-time,West,11.4,1,0.613,574,4.7,437,28,Low,1,4.0,0,0,1,SMS,Gold,Direct,1,1
55886.04,Full-time,Midwest,0.4,0,0.617,595,4.4,469,18,High,1,20.0,0,1,0,Phone,Standard,Direct,0,0
45713.96,Full-time,South,7.1,1,0.628,481,3.3,324,17,Medium,1,25.0,0,0,0,Unknown,Basic,Direct,1,0
63713.44,Part-time,West,0.9,1,0.613,574,4.7,437,28,Low,1,-82.0,1,1,0,Phone,Standard,Direct,1,0
62801.96,Part-time,South,0.0,0,0.628,481,3.3,324,17,Medium,1,14.0,0,1,0,Unknown,Standard,Third-Party,0,0
79764.24,Full-time,Midwest,0.6,1,0.617,595,4.4,469,18,High,1,9.0,0,1,0,Phone,Standard,Employer-Sponsored,0,0
67770.15,Part-time,Midwest,2.4,0,0.617,595,4.4,469,18,High,1,17.0,0,0,1,Email,Standard,Direct,0,0
77691.67,Part-time,West,4.9,1,0.613,574,4.7,437,28,Low,1,28.0,0,0,1,SMS,Standard,Third-Party,1,0
67353.9,Full-time,Northeast,0.7,1,0.612,455,3.1,151,38,Low,1,1.0,0,1,0,Email,Standard,Third-Party,1,0
58878.38,Full-time,South,2.5,0,0.628,481,3.3,324,17,Medium,1,27.0,0,1,0,Email,Standard,Direct,0,0
68083.79,Full-time,Northeast,3.0,1,0.612,455,3.1,151,38,Low,1,2.0,0,0,1,Unknown,Silver,Employer-Sponsored,0,0
36225.56,Full-time,Midwest,2.4,1,0.617,595,4.4,469,18,High,1,5.0,0,0,1,Phone,Basic,Third-Party,1,0
79275.87,Full-time,Northeast,2.4,1,0.612,455,3.1,151,38,Low,1,-82.0,1,0,0,Email,Silver,Third-Party,1,0
77045.71,Full-time,Midwest,2.5,1,0.617,595,4.4,469,18,High,1,22.0,0,0,1,Email,Standard,Direct,1,0
63182.79,Full-time,South,0.8,1,0.628,481,3.3,324,17,Medium,1,11.0,0,1,0,Email,Silver,Direct,1,0
53453.32,Full-time,South,0.2,1,0.628,481,3.3,324,17,Medium,1,8.0,0,1,0,Unknown,Bronze,Third-Party,1,0
80507.16,Part-time,Northeast,10.2,0,0.612,455,3.1,151,38,Low,1,4.0,0,0,0,SMS,Standard,Direct,0,0
77022.41,Contract,Midwest,0.8,1,0.617,595,4.4,469,18,High,1,22.0,0,1,0,Unknown,Standard,Third-Party,1,0
58169.84,Part-time,South,2.7,0,0.628,481,3.3,324,17,Medium,1,183.0,0,0,0,Unknown,Standard,Employer-Sponsored,1,0
61910.59,Full-time,Northeast,3.3,1,0.612,455,3.1,151,38,Low,1,27.0,0,0,1,Phone,Standard,Third-Party,1,0
57233.35,Full-time,Midwest,1.6,0,0.617,595,4.4,469,18,High,1,8.0,0,0,0,Unknown,Standard,Direct,0,0
67978.6,Full-time,South,7.0,1,0.628,481,3.3,324,17,Medium,0,,0,0,1,Phone,Standard,Employer-Sponsored,1,0
68994.79,Full-time,Northeast,2.9,1,0.612,455,3.1,151,38,Low,1,18.0,0,1,0,Email,Standard,Employer-Sponsored,1,0
86112.45,Full-time,Midwest,0.7,1,0.617,595,4.4,469,18,High,1,17.0,0,1,0,Phone,Premium,Employer-Sponsored,0,0
41384.84,Full-time,Northeast,2.5,1,0.612,455,3.1,151,38,Low,1,-114.0,1,0,1,Email,Basic,Direct,1,0
83348.98,Full-time,Northeast,0.5,1,0.612,455,3.1,151,38,Low,1,12.0,0,1,0,Email,Silver,Direct,0,0
64604.24,Full-time,Midwest,2.4,1,0.617,595,4.4,469,18,High,1,7.0,0,0,1,Phone,Silver,Direct,1,0
74403.86,Full-time,West,6.1,1,0.613,574,4.7,437,28,Low,1,6.0,0,1,0,Unknown,Standard,Third-Party,0,0
63698.45,Part-time,Northeast,1.1,0,0.612,455,3.1,151,38,Low,1,84.0,0,1,0,Email,Standard,Direct,0,0
28115.67,Full-time,Northeast,1.0,0,0.612,455,3.1,151,38,Low,1,20.0,0,0,0,Unknown,Bronze,Direct,0,0
73525.85,Full-time,Midwest,1.4,1,0.617,595,4.4,469,18,High,1,19.0,0,1,0,Email,Silver,Third-Party,1,0
61163.89,Part-time,Midwest,9.9,0,0.617,595,4.4,469,18,High,1,26.0,0,0,0,SMS,Standard,Employer-Sponsored,0,0
62227.93,Part-time,Midwest,1.4,0,0.617,595,4.4,469,18,High,1,22.0,0,1,0,Phone,Standard,Third-Party,1,0
56153.67,Part-time,Northeast,3.1,0,0.612,455,3.1,151,38,Low,1,29.0,0,0,0,SMS,Silver,Employer-Sponsored,0,0
45847.21,Full-time,South,5.8,1,0.628,481,3.3,324,17,Medium,1,21.0,0,1,0,Unknown,Basic,Direct,1,0
65192.8,Part-time,Midwest,6.2,0,0.617,595,4.4,469,18,High,1,3.0,0,0,0,Phone,Silver,Direct,0,0
87625.55,Full-time,Midwest,3.8,1,0.617,595,4.4,469,18,High,1,4.0,0,1,0,Email,Premium,Direct,1,0
61625.21,Full-time,West,1.2,1,0.613,574,4.7,437,28,Low,1,61.0,0,0,1,Unknown,Silver,Employer-Sponsored,1,0
66868.43,Part-time,West,0.8,0,0.613,574,4.7,437,28,Low,1,13.0,0,1,0,Unknown,Silver,Third-Party,0,0
47192.82,Part-time,Midwest,9.1,0,0.617,595,4.4,469,18,High,1,28.0,0,0,0,Phone,Bronze,Employer-Sponsored,1,0
57180.06,Full-time,Midwest,9.4,0,0.617,595,4.4,469,18,High,1,22.0,0,0,0,Unknown,Standard,Direct,0,0
50885.42,Full-time,South,7.1,0,0.628,481,3.3,324,17,Medium,1,17.0,0,1,0,Email,Bronze,Third-Party,0,0
62652.55,Full-time,Northeast,0.8,1,0.612,455,3.1,151,38,Low,1,12.0,0,1,0,Email,Silver,Direct,1,0
65150.18,Full-time,South,0.9,1,0.628,481,3.3,324,17,Medium,1,15.0,0,1,0,Unknown,Silver,Direct,1,0
48041.02,Full-time,Midwest,6.5,0,0.617,595,4.4,469,18,High,1,22.0,0,1,0,SMS,Basic,Employer-Sponsored,0,0
86147.07,Full-time,South,1.9,1,0.628,481,3.3,324,17,Medium,1,329.0,0,0,0,Email,Gold,Employer-Sponsored,1,0
88525.65,Part-time,West,0.6,0,0.613,574,4.7,437,28,Low,1,34.0,0,1,0,Email,Gold,Third-Party,0,0
82751.78,Part-time,West,2.4,1,0.613,574,4.7,437,28,Low,1,223.0,0,0,1,Unknown,Silver,Employer-Sponsored,1,0
49187.34,Contract,South,0.4,0,0.628,481,3.3,324,17,Medium,1,12.0,0,1,0,Email,Unknown,Employer-Sponsored,1,0
69679.06,Part-time,South,1.6,1,0.628,481,3.3,324,17,Medium,1,20.0,0,0,1,Email,Standard,Employer-Sponsored,1,0
91165.77,Full-time,Midwest,14.9,1,0.617,595,4.4,469,18,High,1,23.0,0,0,1,Email,Premium,Direct,1,0
94847.68,Full-time,West,14.5,1,0.613,574,4.7,437,28,Low,1,222.0,0,1,0,Email,Gold,Employer-Sponsored,0,0
53330.37,Full-time,Midwest,6.0,0,0.617,595,4.4,469,18,High,1,13.0,0,1,0,Phone,Unknown,Direct,0,0
59783.04,Full-time,Northeast,0.2,1,0.612,455,3.1,151,38,Low,1,-179.0,1,1,0,SMS,Standard,Direct,1,0
77440.51,Full-time,Midwest,9.4,1,0.617,595,4.4,469,18,High,1,22.0,0,1,0,Phone,Silver,Third-Party,1,0
50778.29,Part-time,Midwest,0.4,0,0.617,595,4.4,469,18,High,1,29.0,0,1,0,Email,Basic,Direct,0,0
77256.89,Part-time,South,1.1,0,0.628,481,3.3,324,17,Medium,1,5.0,0,0,0,Unknown,Standard,Direct,0,0
65516.89,Full-time,Northeast,3.5,1,0.612,455,3.1,151,38,Low,1,256.0,0,0,1,Unknown,Silver,Third-Party,1,0
52802.92,Full-time,South,4.8,1,0.628,481,3.3,324,17,Medium,1,27.0,0,0,1,Email,Basic,Employer-Sponsored,1,0
44587.76,Part-time,West,3.1,0,0.613,574,4.7,437,28,Low,1,3.0,0,0,0,Phone,Basic,Direct,0,0
67361.78,Contract,South,5.5,0,0.628,481,3.3,324,17,Medium,1,15.0,0,0,0,Phone,Standard,Employer-Sponsored,0,0
71002.08,Full-time,Midwest,0.3,1,0.617,595,4.4,469,18,High,1,54.0,0,1,0,Email,Silver,Third-Party,0,0
69328.56,Full-time,Northeast,2.6,1,0.612,455,3.1,151,38,Low,1,3.0,0,0,1,Unknown,Silver,Direct,1,0
66921.29,Full-time,Northeast,12.0,1,0.612,455,3.1,151,38,Low,1,22.0,0,0,1,Unknown,Standard,Direct,0,0
29023.55,Full-time,Midwest,2.6,1,0.617,595,4.4,469,18,High,1,-78.0,1,1,0,Email,Unknown,Third-Party,1,0
76917.01,Full-time,West,0.4,0,0.613,574,4.7,437,28,Low,1,23.0,0,1,0,SMS,Standard,Third-Party,0,0
69573.01,Contract,West,2.4,1,0.613,574,4.7,437,28,Low,1,20.0,0,0,1,Email,Silver,Employer-Sponsored,1,0
73918.1,Full-time,Midwest,8.3,1,0.617,595,4.4,469,18,High,0,,0,0,1,Unknown,Standard,Employer-Sponsored,1,0
69433.38,Part-time,Midwest,0.1,0,0.617,595,4.4,469,18,High,1,18.0,0,1,0,Phone,Standard,Third-Party,0,0
59932.64,Full-time,West,1.4,0,0.613,574,4.7,437,28,Low,1,-80.0,1,0,0,Phone,Silver,Employer-Sponsored,1,0
51787.97,Full-time,Northeast,3.5,1,0.612,455,3.1,151,38,Low,0,,0,0,1,Email,Bronze,Direct,1,0
62282.69,Full-time,West,7.6,1,0.613,574,4.7,437,28,Low,1,19.0,0,1,0,Email,Standard,Direct,1,0
65327.23,Full-time,South,0.3,1,0.628,481,3.3,324,17,Medium,1,26.0,0,1,0,Unknown,Silver,Employer-Sponsored,1,0
71174.94,Full-time,Midwest,1.8,1,0.617,595,4.4,469,18,High,1,28.0,0,1,0,SMS,Standard,Employer-Sponsored,1,0
